order_id,created_at,customer_id,restaurant_id,ab_group,status,total_amount_usd,customer_city,customer_segment,restaurant_name,restaurant_category,restaurant_city,delivery_id,dasher_id,dasher_assigned_at,pickup_at,delivered_at,delivery_duration_minutes,stage_1_order_placed_at,stage_2_restaurant_confirmed_at,stage_3_dasher_assigned_at,stage_4_dasher_arrived_restaurant_at,stage_5_order_picked_up_at,stage_6_dasher_near_customer_at,stage_7_delivered_at,has_duplicate_flag,has_timestamp_issue_flag,has_missing_dasher_flag,has_outlier_flag
ORD_001492,2025-01-11T23:46:02,CUST_01033,REST_0027,B,delivered,27.97,Porto Alegre,returning,Burger Lab 23,Japanese,Brasília,DEL_001491,DASH_0493,2025-01-11T23:57:25,2025-01-12T00:14:35,2025-01-12T00:40:23,56.2,2025-01-11T23:46:02,2025-01-11T23:50:52,2025-01-11T23:57:25,2025-01-12T00:07:40,2025-01-12T00:14:35,2025-01-12T00:33:29,2025-01-12T00:40:23,False,False,False,False
ORD_001493,2025-01-12T00:00:09,CUST_00220,REST_0056,B,delivered,26.53,Brasília,new,Tokyo Garden 39,Seafood,Belo Horizonte,DEL_001492,DASH_0230,2025-01-12T00:07:19,2025-01-12T00:17:14,2025-01-12T00:33:13,34.2,2025-01-12T00:00:09,2025-01-12T00:02:57,2025-01-12T00:07:19,2025-01-12T00:12:52,2025-01-12T00:17:14,2025-01-12T00:29:32,2025-01-12T00:33:13,False,False,False,False
ORD_001494,2025-01-12T00:16:55,CUST_00994,REST_0080,B,delivered,17.81,Belo Horizonte,new,Cantina do Chef 39,Japanese,Brasília,DEL_001493,DASH_0465,2025-01-12T00:25:23,2025-01-12T00:38:20,2025-01-12T00:58:27,43.0,2025-01-12T00:16:55,2025-01-12T00:19:59,2025-01-12T00:25:23,2025-01-12T00:32:56,2025-01-12T00:38:20,2025-01-12T00:53:41,2025-01-12T00:58:27,False,False,False,False
ORD_001495,2025-01-12T00:22:26,CUST_00638,REST_0013,A,delivered,71.54,Rio de Janeiro,vip,Casa Portuguesa 32,Burger,Porto Alegre,DEL_001494,DASH_0482,2025-01-12T00:29:01,2025-01-12T00:38:16,2025-01-12T00:52:56,31.5,2025-01-12T00:22:26,2025-01-12T00:24:43,2025-01-12T00:29:01,2025-01-12T00:34:34,2025-01-12T00:38:16,2025-01-12T00:49:20,2025-01-12T00:52:56,False,False,False,False
ORD_001496,2025-01-12T00:31:24,CUST_01672,REST_0105,B,delivered,66.73,Curitiba,returning,Bella Napoli 39,Mexican,Brasília,DEL_001495,DASH_0250,2025-01-12T00:41:10,2025-01-12T00:55:03,2025-01-12T01:17:24,47.8,2025-01-12T00:31:24,2025-01-12T00:35:06,2025-01-12T00:41:10,2025-01-12T00:49:45,2025-01-12T00:55:03,2025-01-12T01:11:58,2025-01-12T01:17:24,False,False,False,False
ORD_001497,2025-01-12T01:52:58,CUST_01555,REST_0043,B,delivered,55.32,Belo Horizonte,returning,Doce Vida 35,Chinese,Porto Alegre,DEL_001496,DASH_0305,2025-01-12T01:58:42,2025-01-12T02:07:55,2025-01-12T02:21:58,29.8,2025-01-12T01:52:58,2025-01-12T01:55:14,2025-01-12T01:58:42,2025-01-12T02:04:26,2025-01-12T02:07:55,2025-01-12T02:18:29,2025-01-12T02:21:58,False,False,False,False
ORD_001498,2025-01-12T02:06:57,CUST_00850,REST_0078,B,delivered,13.02,Curitiba,returning,Verde & Co 33,Healthy,São Paulo,DEL_001497,DASH_0078,2025-01-12T02:14:52,2025-01-12T02:27:54,2025-01-12T02:47:19,41.5,2025-01-12T02:06:57,2025-01-12T02:10:20,2025-01-12T02:14:52,2025-01-12T02:22:44,2025-01-12T02:27:54,2025-01-12T02:42:01,2025-01-12T02:47:19,False,False,False,False
ORD_001499,2025-01-12T02:14:55,CUST_00777,REST_0053,A,delivered,14.03,Belo Horizonte,returning,Casa Portuguesa 39,Japanese,Brasília,DEL_001498,DASH_0242,2025-01-12T02:23:22,2025-01-12T02:36:38,2025-01-12T02:57:01,43.3,2025-01-12T02:14:55,2025-01-12T02:18:03,2025-01-12T02:23:22,2025-01-12T02:31:28,2025-01-12T02:36:38,2025-01-12T02:51:58,2025-01-12T02:57:01,False,False,False,False
ORD_001500,2025-01-12T02:40:21,CUST_00319,REST_0054,B,delivered,68.67,Brasília,returning,Casa Portuguesa 33,Mexican,Brasília,DEL_001499,DASH_0226,2025-01-12T02:45:14,2025-01-12T02:53:14,2025-01-12T03:05:02,25.5,2025-01-12T02:40:21,2025-01-12T02:42:38,2025-01-12T02:45:14,2025-01-12T02:49:49,2025-01-12T02:53:14,2025-01-12T03:01:49,2025-01-12T03:05:02,False,False,False,False
ORD_001501,2025-01-12T02:51:09,CUST_00087,REST_0060,B,delivered,54.16,São Paulo,returning,Bella Napoli 6,Healthy,Rio de Janeiro,DEL_001500,DASH_0355,2025-01-12T02:55:42,2025-01-12T03:02:23,2025-01-12T03:13:11,22.8,2025-01-12T02:51:09,2025-01-12T02:53:00,2025-01-12T02:55:42,2025-01-12T02:59:38,2025-01-12T03:02:23,2025-01-12T03:10:40,2025-01-12T03:13:11,False,False,False,False
ORD_001502,2025-01-12T02:56:36,CUST_00626,REST_0008,B,delivered,40.52,Rio de Janeiro,returning,Spice Route 39,Italian,Curitiba,DEL_001501,DASH_0095,2025-01-12T03:03:14,2025-01-12T03:14:01,2025-01-12T03:30:07,34.5,2025-01-12T02:56:36,2025-01-12T02:59:26,2025-01-12T03:03:14,2025-01-12T03:09:57,2025-01-12T03:14:01,2025-01-12T03:25:46,2025-01-12T03:30:07,False,False,False,False
ORD_001503,2025-01-12T03:08:05,CUST_00483,REST_0030,A,delivered,32.15,Rio de Janeiro,returning,Casa Portuguesa 34,Italian,São Paulo,DEL_001502,DASH_0002,2025-01-12T03:14:00,2025-01-12T03:22:44,2025-01-12T03:36:01,29.1,2025-01-12T03:08:05,2025-01-12T03:10:07,2025-01-12T03:14:00,2025-01-12T03:18:58,2025-01-12T03:22:44,2025-01-12T03:32:46,2025-01-12T03:36:01,False,False,False,False
ORD_001504,2025-01-12T03:34:47,CUST_00531,REST_0118,A,delivered,64.21,Curitiba,returning,Cantina do Chef 36,Burger,Rio de Janeiro,DEL_001503,DASH_0274,2025-01-12T03:42:46,2025-01-12T03:54:15,2025-01-12T04:13:05,39.4,2025-01-12T03:34:47,2025-01-12T03:37:34,2025-01-12T03:42:46,2025-01-12T03:50:07,2025-01-12T03:54:15,2025-01-12T04:08:33,2025-01-12T04:13:05,False,False,False,False
ORD_001505,2025-01-12T03:35:30,CUST_01997,REST_0019,B,delivered,49.55,Curitiba,returning,Forno di Pietra 41,Seafood,Rio de Janeiro,DEL_001504,DASH_0108,2025-01-12T03:44:20,2025-01-12T03:58:36,2025-01-12T04:21:00,46.5,2025-01-12T03:35:30,2025-01-12T03:39:20,2025-01-12T03:44:20,2025-01-12T03:52:49,2025-01-12T03:58:36,2025-01-12T04:15:00,2025-01-12T04:21:00,False,False,False,False
ORD_001506,2025-01-12T03:37:48,CUST_01363,REST_0075,B,delivered,68.32,Belo Horizonte,returning,Forno di Pietra 3,Dessert,Rio de Janeiro,DEL_001505,DASH_0401,2025-01-12T03:45:39,2025-01-12T03:58:38,2025-01-12T04:17:13,41.0,2025-01-12T03:37:48,2025-01-12T03:40:44,2025-01-12T03:45:39,2025-01-12T03:53:10,2025-01-12T03:58:38,2025-01-12T04:12:51,2025-01-12T04:17:13,False,False,False,False
ORD_001507,2025-01-12T03:42:08,CUST_01103,REST_0022,B,delivered,17.72,Brasília,vip,Spice Route 18,Burger,Porto Alegre,DEL_001506,DASH_0328,2025-01-12T03:50:34,2025-01-12T04:03:45,2025-01-12T04:23:46,43.1,2025-01-12T03:42:08,2025-01-12T03:45:25,2025-01-12T03:50:34,2025-01-12T03:58:37,2025-01-12T04:03:45,2025-01-12T04:18:34,2025-01-12T04:23:46,False,False,False,False
ORD_001508,2025-01-12T03:42:56,CUST_00358,REST_0081,A,delivered,16.25,Brasília,returning,Nikkei House 33,Pizza,Curitiba,DEL_001507,DASH_0423,2025-01-12T03:52:42,2025-01-12T04:07:53,2025-01-12T04:30:10,49.2,2025-01-12T03:42:56,2025-01-12T03:47:06,2025-01-12T03:52:42,2025-01-12T04:01:51,2025-01-12T04:07:53,2025-01-12T04:25:01,2025-01-12T04:30:10,False,False,False,False
ORD_001509,2025-01-12T03:50:09,CUST_01683,REST_0097,A,delivered,31.76,São Paulo,new,Doce Vida 18,Pizza,Belo Horizonte,DEL_001508,DASH_0372,2025-01-12T03:56:56,2025-01-12T04:06:45,2025-01-12T04:22:13,33.2,2025-01-12T03:50:09,2025-01-12T03:52:39,2025-01-12T03:56:56,2025-01-12T04:02:52,2025-01-12T04:06:45,2025-01-12T04:18:04,2025-01-12T04:22:13,False,False,False,False
ORD_001510,2025-01-12T04:19:44,CUST_01290,REST_0071,B,delivered,33.46,Curitiba,returning,Nikkei House 11,Brazilian,Belo Horizonte,DEL_001509,DASH_0456,2025-01-12T04:25:09,2025-01-12T04:33:01,2025-01-12T04:45:52,26.8,2025-01-12T04:19:44,2025-01-12T04:21:56,2025-01-12T04:25:09,2025-01-12T04:30:10,2025-01-12T04:33:01,2025-01-12T04:42:16,2025-01-12T04:45:52,False,False,False,False
ORD_001511,2025-01-12T04:24:16,CUST_01030,REST_0116,A,delivered,83.09,Belo Horizonte,returning,Verde & Co 42,Chinese,Rio de Janeiro,DEL_001510,DASH_0408,2025-01-12T04:31:51,2025-01-12T04:42:04,2025-01-12T04:59:08,36.3,2025-01-12T04:24:16,2025-01-12T04:27:05,2025-01-12T04:31:51,2025-01-12T04:37:53,2025-01-12T04:42:04,2025-01-12T04:54:55,2025-01-12T04:59:08,False,False,False,False
ORD_001512,2025-01-12T04:25:21,CUST_00932,REST_0040,A,delivered,17.53,Porto Alegre,returning,Mar e Terra 33,Seafood,Curitiba,DEL_001511,DASH_0416,2025-01-12T04:34:15,2025-01-12T04:48:03,2025-01-12T05:09:01,45.4,2025-01-12T04:25:21,2025-01-12T04:28:53,2025-01-12T04:34:15,2025-01-12T04:42:17,2025-01-12T04:48:03,2025-01-12T05:03:46,2025-01-12T05:09:01,False,False,False,False
ORD_001513,2025-01-12T04:26:35,CUST_01106,REST_0084,B,delivered,11.51,Rio de Janeiro,returning,Tokyo Garden 9,Japanese,Rio de Janeiro,DEL_001512,DASH_0029,2025-01-12T04:30:48,2025-01-12T04:34:22,2025-01-12T04:46:48,20.8,2025-01-12T04:26:35,2025-01-12T04:28:15,2025-01-12T04:30:48,2025-01-12T04:36:48,2025-01-12T04:34:22,2025-01-12T04:44:18,2025-01-12T04:46:48,False,True,False,False
ORD_001514,2025-01-12T04:43:19,CUST_01680,REST_0042,B,delivered,23.2,Curitiba,returning,Urban Kitchen 41,Japanese,Brasília,DEL_001513,DASH_0189,2025-01-12T04:50:47,2025-01-12T05:02:17,2025-01-12T05:19:45,37.5,2025-01-12T04:43:19,2025-01-12T04:46:04,2025-01-12T04:50:47,2025-01-12T04:57:41,2025-01-12T05:02:17,2025-01-12T05:14:52,2025-01-12T05:19:45,False,False,False,False
ORD_001515,2025-01-12T04:48:22,CUST_01441,REST_0077,B,delivered,39.06,Porto Alegre,vip,Street Eats 15,Healthy,Brasília,DEL_001514,DASH_0058,2025-01-12T04:54:26,2025-01-12T05:04:11,2025-01-12T05:19:04,31.8,2025-01-12T04:48:22,2025-01-12T04:50:52,2025-01-12T04:54:26,2025-01-12T05:00:30,2025-01-12T05:04:11,2025-01-12T05:15:07,2025-01-12T05:19:04,False,False,False,False
ORD_001516,2025-01-12T04:51:47,CUST_00970,REST_0010,A,delivered,60.94,São Paulo,returning,Forno di Pietra 23,Burger,São Paulo,DEL_001515,DASH_0288,2025-01-12T04:57:41,2025-01-12T05:06:17,2025-01-12T05:20:12,29.5,2025-01-12T04:51:47,2025-01-12T04:54:16,2025-01-12T04:57:41,2025-01-12T05:02:44,2025-01-12T05:06:17,2025-01-12T05:17:07,2025-01-12T05:20:12,False,False,False,False
ORD_001517,2025-01-12T04:58:58,CUST_01336,REST_0041,A,delivered,54.49,Brasília,returning,Nikkei House 22,Chinese,Brasília,DEL_001516,DASH_0233,2025-01-12T05:05:49,2025-01-12T05:15:31,2025-01-12T05:30:58,32.7,2025-01-12T04:58:58,2025-01-12T05:01:30,2025-01-12T05:05:49,2025-01-12T05:11:08,2025-01-12T05:15:31,2025-01-12T05:26:36,2025-01-12T05:30:58,False,False,False,False
ORD_001518,2025-01-12T05:01:46,CUST_01860,REST_0107,B,delivered,49.16,Porto Alegre,returning,Casa Portuguesa 23,Mexican,Porto Alegre,DEL_001517,DASH_0382,2025-01-12T05:07:04,2025-01-12T05:14:38,2025-01-12T05:27:08,26.0,2025-01-12T05:01:46,2025-01-12T05:03:36,2025-01-12T05:07:04,2025-01-12T05:11:26,2025-01-12T05:14:38,2025-01-12T05:23:44,2025-01-12T05:27:08,False,False,False,False
ORD_001519,2025-01-12T05:11:18,CUST_00653,REST_0117,A,delivered,76.22,Rio de Janeiro,returning,Gourmet Express 38,Seafood,Rio de Janeiro,DEL_001518,DASH_0480,2025-01-12T05:15:57,2025-01-12T05:23:16,2025-01-12T05:34:27,24.0,2025-01-12T05:11:18,2025-01-12T05:13:13,2025-01-12T05:15:57,2025-01-12T05:20:30,2025-01-12T05:23:16,2025-01-12T05:31:55,2025-01-12T05:34:27,False,False,False,False
ORD_001520,2025-01-12T05:17:59,CUST_01801,REST_0041,A,delivered,13.72,São Paulo,vip,Nikkei House 22,Chinese,Brasília,DEL_001519,DASH_0463,2025-01-12T05:26:41,2025-01-12T05:39:18,2025-01-12T05:59:36,43.2,2025-01-12T05:17:59,2025-01-12T05:21:21,2025-01-12T05:26:41,2025-01-12T05:34:11,2025-01-12T05:39:18,2025-01-12T05:54:43,2025-01-12T05:59:36,False,False,False,False
ORD_001521,2025-01-12T05:34:07,CUST_01214,REST_0039,A,delivered,74.18,Brasília,returning,Tokyo Garden 12,Japanese,Porto Alegre,DEL_001520,DASH_0422,2025-01-12T05:43:10,2025-01-12T05:55:58,2025-01-12T06:17:11,44.2,2025-01-12T05:34:07,2025-01-12T05:38:04,2025-01-12T05:43:10,2025-01-12T05:50:36,2025-01-12T05:55:58,2025-01-12T06:11:20,2025-01-12T06:17:11,False,False,False,False
ORD_001522,2025-01-12T05:43:36,CUST_00371,REST_0045,B,delivered,81.37,Belo Horizonte,new,Casa Portuguesa 41,Seafood,Rio de Janeiro,DEL_001521,DASH_0358,2025-01-12T05:50:07,2025-01-12T05:59:22,2025-01-12T06:14:17,31.8,2025-01-12T05:43:36,2025-01-12T05:46:23,2025-01-12T05:50:07,2025-01-12T05:55:26,2025-01-12T05:59:22,2025-01-12T06:10:39,2025-01-12T06:14:17,False,False,False,False
ORD_001523,2025-01-12T05:44:46,CUST_01934,REST_0042,B,delivered,51.84,Brasília,vip,Urban Kitchen 41,Japanese,Brasília,DEL_001522,DASH_0339,2025-01-12T05:53:23,2025-01-12T06:05:15,2025-01-12T06:24:59,41.5,2025-01-12T05:44:46,2025-01-12T05:47:47,2025-01-12T05:53:23,2025-01-12T06:00:18,2025-01-12T06:05:15,2025-01-12T06:20:05,2025-01-12T06:24:59,False,False,False,False
ORD_001524,2025-01-12T05:50:17,CUST_01373,REST_0150,B,delivered,11.01,Belo Horizonte,returning,Tokyo Garden 2,Japanese,Curitiba,DEL_001523,DASH_0290,2025-01-12T05:58:43,2025-01-12T06:11:24,2025-01-12T06:31:51,42.7,2025-01-12T05:50:17,2025-01-12T05:53:53,2025-01-12T05:58:43,2025-01-12T06:06:56,2025-01-12T06:11:24,2025-01-12T06:26:34,2025-01-12T06:31:51,False,False,False,False
ORD_001525,2025-01-12T06:26:26,CUST_00772,REST_0098,B,delivered,36.84,Brasília,returning,Nikkei House 5,Burger,Curitiba,DEL_001524,DASH_0016,2025-01-12T06:32:53,2025-01-12T06:43:10,2025-01-12T06:59:15,33.6,2025-01-12T06:26:26,2025-01-12T06:29:03,2025-01-12T06:32:53,2025-01-12T06:38:52,2025-01-12T06:43:10,2025-01-12T06:54:46,2025-01-12T06:59:15,False,False,False,False
ORD_001526,2025-01-12T06:34:35,CUST_00430,REST_0058,A,delivered,33.21,Porto Alegre,returning,Cantina do Chef 28,Dessert,Rio de Janeiro,DEL_001525,DASH_0471,2025-01-12T06:44:16,2025-01-12T06:58:15,2025-01-12T07:21:37,48.2,2025-01-12T06:34:35,2025-01-12T06:38:04,2025-01-12T06:44:16,2025-01-12T06:52:35,2025-01-12T06:58:15,2025-01-12T07:15:53,2025-01-12T07:21:37,False,False,False,False
ORD_001527,2025-01-12T06:44:45,CUST_01832,REST_0070,A,delivered,63.47,Brasília,returning,Burger Lab 22,Healthy,Curitiba,DEL_001526,DASH_0273,2025-01-12T06:54:03,2025-01-12T07:08:02,2025-01-12T07:29:54,46.7,2025-01-12T06:44:45,2025-01-12T06:48:05,2025-01-12T06:54:03,2025-01-12T07:02:32,2025-01-12T07:08:02,2025-01-12T07:24:42,2025-01-12T07:29:54,False,False,False,False
ORD_001528,2025-01-12T06:57:31,CUST_01647,REST_0077,A,delivered,10.99,Belo Horizonte,returning,Street Eats 15,Healthy,Brasília,DEL_001527,DASH_0038,2025-01-12T07:03:37,2025-01-12T07:12:37,2025-01-12T07:26:19,30.0,2025-01-12T06:57:31,2025-01-12T07:00:08,2025-01-12T07:03:37,2025-01-12T07:08:37,2025-01-12T07:12:37,2025-01-12T07:23:06,2025-01-12T07:26:19,False,False,False,False
ORD_001529,2025-01-12T07:04:28,CUST_00090,REST_0083,A,delivered,44.7,Porto Alegre,returning,Verde & Co 40,Seafood,São Paulo,DEL_001528,DASH_0057,2025-01-12T07:12:45,2025-01-12T07:24:43,2025-01-12T07:43:48,40.7,2025-01-12T07:04:28,2025-01-12T07:08:04,2025-01-12T07:12:45,2025-01-12T07:19:49,2025-01-12T07:24:43,2025-01-12T07:38:41,2025-01-12T07:43:48,False,False,False,False
ORD_001530,2025-01-12T07:08:32,CUST_01272,REST_0058,A,delivered,13.27,São Paulo,returning,Cantina do Chef 28,Dessert,Rio de Janeiro,DEL_001529,DASH_0260,2025-01-12T07:14:44,2025-01-12T07:24:07,2025-01-12T07:39:04,31.4,2025-01-12T07:08:32,2025-01-12T07:10:54,2025-01-12T07:14:44,2025-01-12T07:20:21,2025-01-12T07:24:07,2025-01-12T07:35:17,2025-01-12T07:39:04,False,False,False,False
ORD_001531,2025-01-12T07:30:00,CUST_00230,REST_0147,A,delivered,37.2,Rio de Janeiro,new,Nikkei House 17,Brazilian,Curitiba,DEL_001530,DASH_0457,2025-01-12T07:36:10,2025-01-12T07:46:08,2025-01-12T08:00:44,32.0,2025-01-12T07:30:00,2025-01-12T07:32:48,2025-01-12T07:36:10,2025-01-12T07:42:26,2025-01-12T07:46:08,2025-01-12T07:57:12,2025-01-12T08:00:44,False,False,False,False
ORD_001532,2025-01-12T07:31:46,CUST_00589,REST_0044,A,delivered,34.45,Brasília,returning,Sabor & Arte 16,Italian,Curitiba,DEL_001531,DASH_0420,2025-01-12T07:37:58,2025-01-12T07:47:20,2025-01-12T08:02:10,31.4,2025-01-12T07:31:46,2025-01-12T07:34:27,2025-01-12T07:37:58,2025-01-12T07:43:57,2025-01-12T07:47:20,2025-01-12T07:58:40,2025-01-12T08:02:10,False,False,False,False
ORD_001533,2025-01-12T07:50:29,CUST_01137,REST_0065,B,delivered,40.71,Porto Alegre,returning,Mar e Terra 32,Burger,Brasília,DEL_001532,,,2025-01-12T08:09:17,2025-01-12T08:27:31,38.0,2025-01-12T07:50:29,2025-01-12T07:53:14,,2025-01-12T08:05:03,2025-01-12T08:09:17,2025-01-12T08:22:33,2025-01-12T08:27:31,False,False,True,False
ORD_001534,2025-01-12T07:55:45,CUST_00499,REST_0001,B,delivered,17.7,Brasília,returning,Sabor & Arte 38,Brazilian,Brasília,DEL_001533,DASH_0035,2025-01-12T08:03:58,2025-01-12T08:16:21,2025-01-12T08:35:38,41.3,2025-01-12T07:55:45,2025-01-12T07:58:41,2025-01-12T08:03:58,2025-01-12T08:11:19,2025-01-12T08:16:21,2025-01-12T08:30:28,2025-01-12T08:35:38,False,False,False,False
ORD_001535,2025-01-12T08:18:11,CUST_01025,REST_0074,A,in_progress,52.29,Porto Alegre,returning,Gourmet Express 12,Brazilian,Porto Alegre,DEL_001534,DASH_0141,2025-01-12T08:18:11,2025-01-12T08:18:11,2025-01-12T08:18:11,,2025-01-12T08:18:11,2025-01-12T08:18:11,2025-01-12T08:18:11,2025-01-12T08:18:11,2025-01-12T08:18:11,2025-01-12T08:18:11,2025-01-12T08:18:11,False,False,False,False
ORD_001536,2025-01-12T08:30:00,CUST_00860,REST_0129,A,delivered,46.77,Porto Alegre,returning,Spice Route 6,Pizza,Brasília,DEL_001535,DASH_0064,2025-01-12T08:35:42,2025-01-12T08:43:31,2025-01-12T08:56:42,27.4,2025-01-12T08:30:00,2025-01-12T08:32:12,2025-01-12T08:35:42,2025-01-12T08:40:12,2025-01-12T08:43:31,2025-01-12T08:53:09,2025-01-12T08:56:42,False,False,False,False
ORD_001537,2025-01-12T08:33:12,CUST_01163,REST_0150,B,delivered,55.3,Brasília,returning,Tokyo Garden 2,Japanese,Curitiba,DEL_001536,DASH_0291,2025-01-12T08:39:41,2025-01-12T08:48:43,2025-01-12T09:03:41,31.5,2025-01-12T08:33:12,2025-01-12T08:35:31,2025-01-12T08:39:41,2025-01-12T08:45:05,2025-01-12T08:48:43,2025-01-12T08:59:49,2025-01-12T09:03:41,False,False,False,False
ORD_001538,2025-01-12T08:35:45,CUST_01602,REST_0071,B,delivered,26.3,Porto Alegre,returning,Nikkei House 11,Brazilian,Belo Horizonte,DEL_001537,DASH_0240,2025-01-12T08:43:33,2025-01-12T08:54:25,2025-01-12T09:12:46,37.8,2025-01-12T08:35:45,2025-01-12T08:39:06,2025-01-12T08:43:33,2025-01-12T08:50:06,2025-01-12T08:54:25,2025-01-12T09:07:31,2025-01-12T09:12:46,False,False,False,False
ORD_001539,2025-01-12T08:38:33,CUST_00311,REST_0021,B,delivered,46.69,Curitiba,returning,Urban Kitchen 38,Brazilian,Porto Alegre,DEL_001538,DASH_0224,2025-01-12T08:47:00,2025-01-12T08:59:17,2025-01-12T09:18:48,41.2,2025-01-12T08:38:33,2025-01-12T08:41:31,2025-01-12T08:47:00,2025-01-12T08:54:04,2025-01-12T08:59:17,2025-01-12T09:13:14,2025-01-12T09:18:48,False,False,False,False
ORD_001540,2025-01-12T08:39:47,CUST_01593,REST_0108,A,delivered,52.3,Belo Horizonte,returning,Casa Portuguesa 14,Burger,Brasília,DEL_001539,DASH_0478,2025-01-12T08:47:02,2025-01-12T08:58:37,2025-01-12T09:16:33,37.8,2025-01-12T08:39:47,2025-01-12T08:42:49,2025-01-12T08:47:02,2025-01-12T08:54:23,2025-01-12T08:58:37,2025-01-12T09:11:59,2025-01-12T09:16:33,False,False,False,False
ORD_001541,2025-01-12T08:45:23,CUST_00445,REST_0097,B,delivered,78.59,Curitiba,new,Doce Vida 18,Pizza,Belo Horizonte,DEL_001540,DASH_0392,2025-01-12T08:54:39,2025-01-12T09:08:58,2025-01-12T09:30:15,46.6,2025-01-12T08:45:23,2025-01-12T08:49:13,2025-01-12T08:54:39,2025-01-12T09:03:20,2025-01-12T09:08:58,2025-01-12T09:25:00,2025-01-12T09:30:15,False,False,False,False
ORD_001542,2025-01-12T08:46:55,CUST_00067,REST_0144,A,delivered,70.38,Brasília,returning,Urban Kitchen 29,Mexican,Brasília,DEL_001541,DASH_0420,2025-01-12T08:55:03,2025-01-12T09:06:28,2025-01-12T09:24:52,39.1,2025-01-12T08:46:55,2025-01-12T08:49:52,2025-01-12T08:55:03,2025-01-12T09:02:06,2025-01-12T09:06:28,2025-01-12T09:20:30,2025-01-12T09:24:52,False,False,False,False
ORD_001543,2025-01-12T09:12:12,CUST_00893,REST_0076,A,delivered,29.22,Curitiba,returning,Forno di Pietra 14,Pizza,Rio de Janeiro,DEL_001542,DASH_0100,2025-01-12T09:18:29,2025-01-12T09:27:57,2025-01-12T09:42:36,31.1,2025-01-12T09:12:12,2025-01-12T09:14:30,2025-01-12T09:18:29,2025-01-12T09:24:08,2025-01-12T09:27:57,2025-01-12T09:38:53,2025-01-12T09:42:36,False,False,False,False
ORD_001544,2025-01-12T09:25:43,CUST_00605,REST_0001,A,delivered,61.88,Porto Alegre,new,Sabor & Arte 38,Brazilian,Brasília,DEL_001543,DASH_0458,2025-01-12T09:30:56,2025-01-12T09:39:25,2025-01-12T09:52:01,26.9,2025-01-12T09:25:43,2025-01-12T09:27:40,2025-01-12T09:30:56,2025-01-12T09:35:43,2025-01-12T09:39:25,2025-01-12T09:48:33,2025-01-12T09:52:01,False,False,False,False
ORD_001545,2025-01-12T09:43:14,CUST_00370,REST_0136,A,delivered,36.98,Porto Alegre,returning,Tokyo Garden 2,Burger,Brasília,DEL_001544,DASH_0175,2025-01-12T09:51:38,2025-01-12T10:04:04,2025-01-12T10:23:01,41.2,2025-01-12T09:43:14,2025-01-12T09:46:08,2025-01-12T09:51:38,2025-01-12T09:59:15,2025-01-12T10:04:04,2025-01-12T10:18:31,2025-01-12T10:23:01,False,False,False,False
ORD_001546,2025-01-12T10:20:24,CUST_00846,REST_0102,A,delivered,43.38,São Paulo,returning,Cantina do Chef 35,Healthy,Belo Horizonte,DEL_001545,DASH_0069,2025-01-12T10:27:53,2025-01-12T10:38:45,2025-01-12T10:56:09,36.7,2025-01-12T10:20:24,2025-01-12T10:23:40,2025-01-12T10:27:53,2025-01-12T10:34:34,2025-01-12T10:38:45,2025-01-12T10:51:22,2025-01-12T10:56:09,False,False,False,False
ORD_001547,2025-01-12T10:31:10,CUST_01738,REST_0121,A,delivered,26.15,São Paulo,returning,Urban Kitchen 29,Seafood,Brasília,DEL_001546,DASH_0099,2025-01-12T10:38:05,2025-01-12T10:49:06,2025-01-12T11:06:16,36.3,2025-01-12T10:31:10,2025-01-12T10:33:55,2025-01-12T10:38:05,2025-01-12T10:45:06,2025-01-12T10:49:06,2025-01-12T11:02:07,2025-01-12T11:06:16,False,False,False,False
ORD_001548,2025-01-12T10:31:38,CUST_01172,REST_0018,B,delivered,62.97,Curitiba,returning,Street Eats 4,Healthy,Curitiba,DEL_001547,DASH_0445,2025-01-12T10:37:43,2025-01-12T10:47:16,2025-01-12T11:01:39,30.7,2025-01-12T10:31:38,2025-01-12T10:33:52,2025-01-12T10:37:43,2025-01-12T10:43:11,2025-01-12T10:47:16,2025-01-12T10:57:54,2025-01-12T11:01:39,False,False,False,False
ORD_001549,2025-01-12T10:44:20,CUST_01456,REST_0069,A,delivered,22.16,São Paulo,returning,Doce Vida 2,Pizza,Belo Horizonte,DEL_001548,DASH_0437,2025-01-12T10:55:22,2025-01-12T11:11:27,2025-01-12T11:36:26,53.3,2025-01-12T10:44:20,2025-01-12T10:48:54,2025-01-12T10:55:22,2025-01-12T11:05:01,2025-01-12T11:11:27,2025-01-12T11:29:13,2025-01-12T11:36:26,False,False,False,False
ORD_001550,2025-01-12T10:47:00,CUST_00300,REST_0069,A,delivered,46.2,São Paulo,returning,Doce Vida 2,Pizza,Belo Horizonte,DEL_001549,DASH_0346,2025-01-12T10:55:06,2025-01-12T11:06:46,2025-01-12T11:24:49,38.9,2025-01-12T10:47:00,2025-01-12T10:49:43,2025-01-12T10:55:06,2025-01-12T11:02:08,2025-01-12T11:06:46,2025-01-12T11:19:52,2025-01-12T11:24:49,False,False,False,False
